,0
0,0.05009658255663387
1,4.049195915957675
2,7.774602762112155
3,9.996916444200831
4,12.569419687168192
5,16.381063767744354
6,18.72476959425524
7,21.70446979270897
8,1.4137592168379993
9,4.340927240082978
10,9.268855025729284
11,11.544574265383435
12,13.512988937853065
13,15.033762541775394
14,19.884526789130785
15,22.325681819933894
