,0
0,23.820351144118497
1,3.223774838666636
2,6.681662845833153
3,12.00081311244173
4,16.04826149114578
5,20.024526022711097
6,22.984331176639873
7,4.454323788099025
8,7.745237142360718
9,12.103861344713076
10,15.923549280266391
11,20.043849289416443
