"CycID","filter_type","ar_method","period_number","period","amplitude","phase","mean","R_square","R2_adjust","coef_var","pvalue","fdr_BH"
"AT1G07890.6","0","yule-walker","1","27.5310344827586","0.541433144888336","18.6887923931152","3.74980356372216e-16","0.142859841817143","-0.0476157488901583","2666806362004128","0.499727550143386","0.533744286492853"
"AT1G07890.7","0","yule-walker","1","25.1069182389937","0.385856470242328","21.9999118510113","1.13344302115255e-16","0.203670282301594","0.0267081228130598","8822675523495999","0.35885429976949","0.396123627580602"
"AT1G07890.8","0","burg","1","26.7919463087248","1.01597748412318","23.5009217577685","7.40058332902397e-17","0.468117809982072","0.349921767755866","13512448350904326","0.0583672883693045","0.0774302308939586"
"AT1G07893.1","0","burg","1","20.4717948717949","1.25800601196276","17.7183942883136","2.25514051876985e-16","0.793926310468965","0.748132157239846","4434313479257104","0.000818656021139175","0.00285406639386597"
"AT1G07897.1","1","mle","1","27.9160839160839","1.35721395055826","20.2613617633543","-5.33156418319747e-16","0.823258480578072","0.783982587373199","-1875622173229238","0.000410226421973414","0.00193705934818316"
"AT1G07920.1","0","mle","1","21.9340659340659","1.09633822233862","21.5522637321087","-1.57875195844666e-15","0.827201698785159","0.788802076292972","-633411724146903","0.000370618939234957","0.00183390561117375"
"AT1G07930.1","0","burg","1","22.0552486187845","1.0215762145837","21.6745188222345","-1.20967146889639e-15","0.717608406707003","0.65485471930856","-826670733097741","0.00337934815480467","0.00729353901869377"
"AT1G07930.2","0","mle","1","27.156462585034","0.886707336575699","23.5215516857757","-5.42101086242752e-17","0.35236870364896","0.208450637793173","-18446744073709552","0.141571301321527","0.171823103325161"
"AT1G07940.1","0","burg","1","21.9340659340659","0.942421288060932","21.888509660323","2.16493489801906e-15","0.683657114933781","0.613358696030177","461907654089282","0.00563263124501001","0.0106814935581003"
"AT1G07950.1","0","yule-walker","1","22.6818181818182","0.338947289631678","19.2574151310413","-6.24500451351651e-17","0.0576967533551999","-0.151703968121423","-16012798675095096","0.765346487791829","0.784685414028257"
"AT1G07950.2","1","mle","1","21.0105263157895","1.05489360788799","13.3993884727853","5.12345948182972e-16","0.566258588345015","0.46987160797724","1951806203496851","0.0233098242274539","0.0343600774208129"
"AT1G07960.1","0","default","1","24","0.468294553169438","10.4949008980393","1.00017650411788e-16","0.110064937836933","-0.0876984093104156","9998235270303280","0.591714796703238","0.622110183569074"
"AT1G07960.3","0","mle","1","27.7222222222222","0.637793607558879","11.3795522411221","3.65434859745291e-16","0.279336465866794","0.119189013837192","2736465811436276","0.228979425877158","0.264659478345173"
"AT1G07980.1","1","burg","1","22.8114285714286","1.03051394470875","17.5955113164705","5.20417042793042e-17","0.658628908960721","0.582768666507548","19215358410114116","0.00793451400011269","0.013959336664735"
"AT1G07983.1","0","default","1","24","0.827831260643094","19.1909556188536","2.16271228356546e-16","0.348380100951802","0.203575678941091","4623823555259946","0.145537369852066","0.175990185607999"
"AT1G07990.1","0","mle","1","20.1616161616162","1.06068480373805","16.3482393487331","-5.95541524262289e-16","0.691915856411892","0.623452713392313","-1679144038257824","0.00500048420953214","0.00976289032568456"
"AT1G08040.1","0","burg","1","20.1616161616162","0.85117310740884","18.0166991256738","-5.36604689448019e-16","0.37291685673533","0.233565047120959","-1863569252495081","0.122451206805444","0.150673095924468"
"AT1G08040.2","1","burg","1","26.972972972973","0.989821399338203","16.0378176030151","1.14072693981031e-15","0.537930738637243","0.435248680556631","876633982332607","0.0309871656209204","0.0442334999679451"
"AT1G08043.1","0","default","1","24","0.984417773206603","15.3512294977371","-1.27201761132336e-16","0.520620704539923","0.414091972215462","-7861526374305766","0.0365642548731219","0.0511961549040782"
"AT1G08110.1","1","mle","1","27.156462585034","0.880718558033232","17.124541697417","-3.52681931691431e-17","0.415060165169445","0.285073535207099","-28354160226016984","0.0895365572976478","0.113767800086804"
"AT1G08110.3","0","default","1","24","0.66862014143522","9.57424752151601","3.00712507556959e-16","0.248035819928484","0.0809326688014802","3325435340632074","0.277259981741071","0.314398355447514"
"AT1G08110.4","0","burg","1","23.4823529411765","0.700438339386459","15.5000377235845","-6.38378239159465e-16","0.276822037949107","0.11611582416002","-1566469435607129","0.232596579529122","0.268411021422489"
"AT1G08125.1","0","mle","1","20.7916666666667","1.17515296708697","16.8184130278181","-5.73172513502566e-16","0.67241650984038","0.599620178693798","-1744675427454048","0.00659096530612602","0.0120693464449788"
"AT1G08130.1","0","mle","1","21.4623655913979","1.23641387841428","19.4978860685566","3.13984949151802e-16","0.762856263540833","0.710157655438796","3184866034825544","0.00154011256002806","0.00421643168870875"
"AT1G08190.1","0","burg","1","20.4717948717949","1.13861553666499","18.0621209181076","6.29119604357344e-16","0.732959345404708","0.673616977716866","1589522871444320","0.00262783581659742","0.00608583925443695"
"AT1G08200.1","1","mle","1","22.1777777777778","1.21849480069919","16.5797592006358","1.49417204818722e-15","0.75035964857661","0.694884014926967","669266970435725","0.00194051289810115","0.00493514210548531"
"AT1G08210.3","0","mle","1","24.1939393939394","1.35333012384394","11.4707680177264","7.86417010794257e-16","0.911180031118034","0.891442260255374","1271589991409305","1.85480293768414e-05","0.000397073241004578"
"AT1G08360.1","0","yule-walker","1","22.8114285714286","1.16823372842192","22.3233805150603","1.02462978061648e-15","0.781365334425651","0.732779853186907","975962263558591","0.0010684042365271","0.00336740980953922"
"AT1G08370.1","0","burg","1","23.0751445086705","1.05277527900733","15.1832217774779","6.38378239159465e-16","0.563076669430202","0.465982595970247","1566469435607129","0.0240892655904235","0.0353737482270041"
"AT1G08380.1","0","mle","1","22.1777777777778","1.28596890764641","6.47112193319912","3.44633989315252e-16","0.812466153280524","0.770791965120641","2901629064466003","0.000535622089152588","0.00223299325002825"
"AT1G08390.1","1","mle","1","20.4717948717949","1.25088893380458","7.37019434758162","4.20940081745918e-16","0.740054850037634","0.682289261157108","2375635021146799","0.0023279183015279","0.00560982117755656"
"AT1G08420.1","0","burg","1","21.4623655913979","1.10840871921531","15.5335330837935","1.09634523681734e-15","0.671370317226555","0.598341498832456","912121443518075","0.00668621818120818","0.0121993415979002"
"AT1G08450.1","1","burg","1","20.9005235602094","1.19338807988819","15.5104474957105","6.75381155804585e-16","0.71969444920324","0.65740432680396","1480645397647637","0.00326845598710834","0.00711529085747757"
"AT1G08450.2","0","default","1","24","0.268474709267586","7.91797045514268","5.32139978783042e-17","0.0392616632446048","-0.174235744923261","18792047954880480","0.835070311715336","0.848050679254953"
"AT1G08460.1","0","burg","1","23.3450292397661","1.24705487375496","11.599226977945","-9.25298791580598e-17","0.843408532955655","0.808610429168023","-10807319852777474","0.000237933951867109","0.00142933413994351"
"AT1G08465.1","1","mle","1","25.7548387096774","1.28699873879219","10.3556126629003","9.92837810662867e-16","0.871524905907871","0.84297488499851","1007213856342107","9.76529235743318e-05","0.000896753273534899"
"AT1G08470.1","1","burg","1","22.5536723163842","1.17842066496696","16.3133681768854","-6.8466011939744e-16","0.80579889716008","0.762643096528987","-1460578718795665","0.000626805232761818","0.00243179441977448"
"AT1G08477.1","0","mle","1","24.0481927710843","1.38360534406399","22.3951740150438","-3.58328818006459e-17","0.955434458720671","0.945531005103042","-27907328401981168","8.32714899923204e-07","8.90620312023533e-05"
"AT1G08480.1","0","burg","1","25.4267515923567","1.14506152262177","15.0153804985194","-1.064099257204e-16","0.750341566750436","0.694861914917199","-9397619566313506","0.00194114547248492","0.00493566540101487"
"AT1G08490.1","0","burg","1","21.9340659340659","1.18559887443611","16.5989987524291","2.31319051008834e-17","0.71362194158964","0.649982373054004","43230334710382704","0.00359938938433957","0.00763273213009797"
"AT1G08510.1","1","mle","2","23.7619047619048,20.1616161616162","1.53662265116249,0.657139083344552","9.85389727001791,19.0518892006519","9.94574792893369e-17","0.842670701674143","0.75276824548794","10054548005292270","0.0061004091518484","0.0113635843157176"
"AT1G08520.1","0","default","1","24","0.632493520896817","3.86901603229703","-1.15309418552885e-17","0.200376407322563","0.0226822756164657","-86723184675617872","0.365582330628032","0.402819825762988"
"AT1G08530.1","0","burg","1","22.6818181818182","1.17375666258431","14.8681184625857","7.79470493593824e-16","0.758282330105248","0.704567292350859","1282922199388720","0.00167837033927554","0.00446381660611369"
"AT1G08540.1","0","yule-walker","1","20.3673469387755","0.927742883153531","16.1476319684233","8.32667268468867e-17","0.703004594642904","0.63700561567466","12009599006321326","0.00424007743409183","0.00858858914833385"
"AT1G08550.1","0","mle","1","22.6818181818182","1.23294865730354","12.9572647643521","1.61924465083447e-17","0.905850831344364","0.884928793865333","61757190272924720","2.41087227619285e-05","0.000454801419280491"
"AT1G08550.2","1","default","1","24","1.23482440683406","9.8625419961692","4.20959563503705e-16","0.775160945074414","0.725196710646506","2375525078173449","0.00121177748818546","0.00364189956414833"
"AT1G08550.3","0","burg","1","21.2340425531915","1.2836198629406","13.2295186979156","-1.20283196019163e-16","0.901071596911729","0.879087507336557","-8313713245869248","3.01262096604749e-05","0.000512322777226076"
"AT1G08560.1","0","burg","1","26.972972972973","0.848817947105221","2.00030691927969","9.24959978401696e-18","0.397982421284242","0.264200737125184","108112785779982752","0.10191574350916","0.127825776349233"
"AT1G08570.1","0","default","1","24","0.882808652943939","17.9386261078904","-2.77555756156289e-16","0.440069456196933","0.315640446462918","-3602879701896396","0.0735535627399855","0.0955096295205002"
"AT1G08570.2","0","burg","1","26.0915032679739","1.158137102791","20.2592792968718","9.71445146547012e-17","0.6854048400254","0.615494804475488","10293942005418276","0.00549394320350372","0.0104751787642732"
"AT1G08570.3","0","yule-walker","1","21.8142076502732","0.884366597005022","17.8005831302125","-1.75785312232316e-16","0.365228164299104","0.224167756365572","-5688757424046943","0.129353868532518","0.158156918556781"
"AT1G08570.4","0","default","1","24","0.888734454328842","23.9107292638966","-2.84060969191202e-16","0.402422834689075","0.269627909064425","-3520371006433120","0.0985764041849955","0.124000602414368"
"AT1G08580.1","1","yule-walker","1","23.2093023255814","1.26923933367019","21.9080663705422","-3.60226171808309e-16","0.845424607131","0.811074519826778","-2776033720648541","0.000224456204789947","0.00138950068059261"
"AT1G08640.1","0","yule-walker","1","22.5536723163842","0.940344104224283","0.0912596897479163","-1.4349314108892e-15","0.658326919598246","0.582399568397856","-696897421306235","0.00796614916207061","0.0139979560720536"
"AT1G08645.1","1","burg","1","21.0105263157895","0.855643281219034","12.4468744105474","-2.57255199853761e-17","0.422637339806446","0.294334526430101","-38871906207083800","0.0844343413399988","0.107972876617908"
"AT1G08650.1","0","mle","1","20.5773195876289","0.810425407849475","13.2913622755266","2.28983498828939e-16","0.350190147335623","0.20578795785465","4367126911389572","0.143726984545671","0.174001135813038"
"AT1G08657.1","0","default","1","24","1.01380060361139","16.1225670190903","6.25660039456442e-16","0.514723439298904","0.406884203587549","1598312081539962","0.0386324203184834","0.053686753848492"
"AT1G08660.1","1","burg","1","20.9005235602094","1.10147145456271","15.2175835314713","3.41169624560982e-16","0.672774436921429","0.600057645126191","2931093297906588","0.00655862056793155","0.0120253509192263"
"AT1G08780.1","1","burg","1","23.7619047619048","0.914329902019796","14.4048875084784","-6.19875933803958e-16","0.423039458292421","0.294826004579626","-1613226043255714","0.0841700349686905","0.107648793512616"
"AT1G08820.1","0","default","1","24","0.513753261758047","13.3848269250615","-1.38777878078145e-17","0.132200369109089","-0.0606439933111138","-72057594037927936","0.528308471625724","0.561780153184356"
"AT1G08820.2","1","burg","1","20.5773195876289","1.03696235288404","16.6115637314198","-1.39933795706831e-15","0.577550164007198","0.483672422675464","-714623651097877","0.0207008489442122","0.0309963248984682"
"AT1G08830.1","0","burg","1","21.2340425531915","1.20696516740304","19.8571872262547","2.36789754470834e-16","0.744239868697849","0.687404283964038","4223155694530575","0.00216395292089877","0.00533218657090845"
"AT1G08830.2","0","mle","1","26.972972972973","0.438611847893563","22.7288010285255","-1.73196779545507e-16","0.084358100577248","-0.119117877072253","-5773779412204664","0.672613313305661","0.698808734758601"
"AT1G08880.1","1","burg","1","25.2658227848101","1.27263076273827","12.5586807598808","1.03330170393047e-15","0.842043698839199","0.806942298581244","967771558099832","0.000247409458746128","0.00146056359167704"
"AT1G08890.1","0","mle","1","24.95","1.31700461517736","10.9903307808935","5.7914466046934e-18","0.85920987785557","0.827923184045697","172668431267172096","0.000147426255746819","0.00111170171629142"
"AT1G08900.2","1","yule-walker","1","24.641975308642","1.31715711980332","9.70727869849845","-3.78169717762944e-16","0.855663823940369","0.823589118149339","-2644315377538640","0.000164887744946496","0.00116775755777126"
"AT1G08920.1","0","burg","1","21.8142076502732","1.13302169884936","11.6934792647505","-1.85308221313981e-17","0.692475171719167","0.624136320990093","-53964146485742240","0.00495976193296832","0.00970110427929561"
"AT1G08930.1","1","yule-walker","1","23.7619047619048","0.844006074777374","10.6987832061766","-4.46966863116201e-16","0.363401707825031","0.221935420675038","-2237302320418377","0.131037202061013","0.160012059623395"
"AT1G08930.2","0","burg","1","20.1616161616162","0.703864960371298","14.9802390667733","8.55706564634184e-17","0.239981503736299","0.0710885045665874","11686249017237600","0.290876561339737","0.328229562386097"
"AT1G08970.1","0","default","1","24","0.205219918571489","3.10004136046439","1.33176166853636e-17","0.052220457398958","-0.158397218734607","75088510476429664","0.785566557701804","0.803208812843825"
"AT1G08970.2","1","burg","1","20.4717948717949","1.21189401661691","14.9062372137957","-2.34774945433632e-16","0.903025663236964","0.881475810622957","-4259398285251388","2.75394765369974e-05","0.000492982208473433"
"AT1G08980.1","0","mle","1","23.3450292397661","1.30050069324948","12.2752584364731","-1.94289029309402e-16","0.940493465547551","0.927269791224785","-5146971002709138","3.05872873684887e-06","0.000153787561360523"
"AT1G09010.1","0","mle","1","22.8114285714286","1.17511740287934","12.1635851533006","-8.76631666563155e-16","0.763670119245308","0.711152367966487","-1140729953231683","0.0015164701329935","0.00417236750367281"
"AT1G09020.1","0","mle","1","21.8142076502732","1.23795384772194","17.1245185491035","-3.22073549109449e-16","0.783490515393067","0.735377296591527","-3104880865768252","0.00102245962578651","0.0032707394502338"
"AT1G09060.2","0","yule-walker","1","20.7916666666667","0.777949239879464","15.8172118969761","-7.63278329429795e-17","0.28344284613571","0.124207923054757","-13101380734168716","0.223166377012179","0.258872101892751"
"AT1G09060.4","1","burg","1","26.2631578947368","0.404879224164421","13.4248292259391","2.82177167916509e-16","0.0874448414425987","-0.11534519379238","3543872834870477","0.662469762096362","0.689292813467908"
"AT1G09070.1","0","burg","1","22.4269662921348","0.550910720794004","9.52925785897496","-3.33658701073362e-16","0.164382960641865","-0.0213097147710537","-2997074545884924","0.445689900188745","0.481318454032746"
"AT1G09083.1","0","burg","1","23.0751445086705","1.08354496969168","20.429645291189","-6.24500451351651e-16","0.611959647969118","0.525728458628922","-1601279867509510","0.0141236193608565","0.0223549868996639"
"AT1G09100.1","1","mle","1","20.7916666666667","1.29259095970539","15.324728981396","2.24339499523459e-16","0.861888643610021","0.831197231078915","4457529780195624","0.000135217299203516","0.00105938539836684"
"AT1G09130.1","0","burg","1","20.4717948717949","0.720781949442655","17.6934769835431","4.61011798758941e-18","0.242524052525138","0.0741960641973902","216914188029901632","0.286523212332872","0.323791109881494"
"AT1G09130.2","0","default","1","24","0.600085494199915","15.746292184625","-2.1048260519501e-16","0.180188293537229","-0.0019920856767206","-4750986425094414","0.408990781993695","0.445471357537448"
"AT1G09130.3","0","yule-walker","1","27.5310344827586","0.536594581285351","21.0494201145634","-3.50468352255939e-17","0.12626903505006","-0.0678934016054822","-28533246827083612","0.544753178649175","0.577355490596559"
"AT1G09140.1","0","burg","1","22.0552486187845","1.12395107298845","17.8450820320819","2.00794242344315e-16","0.600505277639018","0.511728672669911","4980222482103011","0.0160990299536588","0.0249723920032341"
"AT1G09140.2","1","burg","1","23.2093023255814","0.765688719423141","17.9657851773939","2.23842573527736e-17","0.321778833092239","0.171063018223848","44674254063474176","0.17424929467894","0.207114692534409"
"AT1G09150.1","1","default","1","24","1.18433450744232","13.1602504176878","1.55544443518138e-15","0.794048038916509","0.74828093645351","642903068333257","0.000816482146199893","0.00284906443532153"
"AT1G09193.1","1","burg","1","22.8114285714286","1.05086238073756","15.894652965033","-1.02695629777827e-15","0.633759873741785","0.552373179017738","-973751270782810","0.0108879636610348","0.0180071435673297"
"AT1G09200.1","1","burg","1","26.2631578947368","1.14864126774641","12.4810104247929","1.18389456224555e-15","0.697274022875117","0.630001583514032","844669814263911","0.0046208684349387","0.00919878164600295"
"AT1G09210.1","0","burg","1","21.8142076502732","1.04978429306953","15.9453631933326","-6.0600238116088e-16","0.527530243299426","0.422536964032632","-1650158532519897","0.0342517734908738","0.0483210331399859"
"AT1G09230.1","1","burg","1","25.7548387096774","0.677566178364341","23.5505730632057","-8.83547972921802e-16","0.22555129613515","0.0534515841651831","-1131800457527059","0.316567960051986","0.354076012190847"
"AT1G09240.1","0","default","1","24","0.892236719154028","4.18491757144367","1.74651417460259e-16","0.450887152623413","0.328862075428615","5725690718929014","0.0673716558959556","0.0882017240779838"
"AT1G09250.1","0","default","1","24","1.05794594883691","5.99434139944868","3.35375354513131e-16","0.60973923672676","0.52301462266604","2981733709835998","0.014490954847889","0.0228613099401076"
"AT1G09253.1","1","mle","1","24.95","1.38550309964749","22.2409886044162","6.93889390390723e-18","0.936264484041717","0.922101036050987","144115188075855872","4.16597612384884e-06","0.000179090512625234"
"AT1G09270.1","1","yule-walker","1","27.9160839160839","0.832507815383677","10.8528880896211","-3.2612801348364e-16","0.325960595570161","0.176174061252419","-3066280597358636","0.169466471828654","0.201782359990378"
"AT1G09270.2","0","default","1","24","0.132582243724983","18.4646250685232","-5.74753641670774e-16","0.00974592077873981","-0.210310541270429","-1739875883331614","0.956885294695736","0.96004004406225"
"AT1G09270.3","0","burg","1","20.1616161616162","0.591476505386119","16.282074282275","1.2490009027033e-16","0.165734966494777","-0.0196572631730501","8006399337547548","0.442454061792601","0.47822588751936"
"AT1G09310.1","0","yule-walker","1","22.3016759776536","1.11088143753146","21.9579795201499","-1.00033913444375e-15","0.720136724663647","0.657944885700013","-999660980529429","0.00324531312625798","0.00708625396375515"
"AT1G09330.1","0","burg","1","25.5897435897436","1.23683308971935","13.23069301595","6.2887932934464e-16","0.785108940353398","0.737355371543042","1590130178141025","0.000988513405838498","0.00320380297789136"
"AT1G09340.1","1","default","1","24","1.26318662144252","19.7416119086385","-2.34765910415528e-16","0.895797426870606","0.872641299508518","-4259562209138597","3.80586163489793e-05","0.000578951467008396"
"AT1G09340.2","0","burg","1","21.1216931216931","0.991005910882581","18.2390560175194","-1.01915004213637e-16","0.46300842321427","0.343676961706329","-9812097911547634","0.0609331500676173","0.0804924545786985"
"AT1G09363.1","0","mle","1","23.9041916167665","1.33919129052372","11.4829915002572","1.15634679204631e-16","0.910023138123543","0.890028279928775","8647924713228683","1.96602388584655e-05","0.000408904680142617"
"AT1G09390.1","0","burg","1","22.0552486187845","1.2402818766109","7.46269261101","7.86498325957193e-17","0.803577854491726","0.759928488823221","12714585231735476","0.000659716015480427","0.00250787508317412"
"AT1G09415.1","1","mle","1","21.9340659340659","1.04035759393873","14.4129449063814","-3.05311331771918e-16","0.688460454616453","0.619229444531221","-3275345183542179","0.00525786363366354","0.0101336558432809"
"AT1G09430.1","0","mle","1","23.2093023255814","1.34341044040552","10.5773010837871","8.69674702623039e-16","0.935424047835515","0.921073836243407","1149855224009488","4.41894588631975e-06","0.00018379062056987"
"AT1G09443.1","1","default","1","24","0.955863734968998","10.5052678185787","-4.07072740677787e-16","0.463501012520215","0.344279015302484","-2456563410104479","0.060682027090444","0.0802157020203354"
"AT1G09467.1","0","default","1","24","1.23172741847928","18.5853398203741","2.36527738945817e-16","0.771378336766098","0.720573522714119","4227833929571690","0.0013062557336172","0.00382321976804589"
"AT1G09470.1","1","burg","1","21.9340659340659","0.80603916891256","18.4288822363595","4.94947326757737e-16","0.677935030133519","0.606365036829857","2020417013969393","0.00610584403389813","0.011370045154267"
"AT1G09490.1","0","burg","1","22.1777777777778","1.20213742168187","15.0942087070611","2.8912509683852e-16","0.731855102701326","0.672267347746065","3458710471469424","0.00267708965659108","0.00616759941554774"
"AT1G09520.1","0","burg","1","22.4269662921348","0.812789588711377","14.8405208602027","-1.94289029309402e-16","0.321377533366503","0.170572540781282","-5146971002709138","0.174713735892933","0.207581387225509"
"AT1G09530.5","0","burg","1","21.9340659340659","1.06198130845729","13.2419626191746","-2.35922392732846e-16","0.614056752241095","0.528291586072449","-4238682002231055","0.0137833731027056","0.0218823347830433"
"AT1G09530.6","1","mle","2","22.1777777777778,25.9220779220779","1.90363064858957,1.4676613869605","16.3692586551049,3.46057372102602","-2.77555756156289e-16","0.539279373905812","0.276010444709133","-3602879701896397","0.191668370290278","0.225662088580409"
"AT1G09560.1","1","default","1","24","0.855465162083245","16.8111036223253","4.09394740330526e-16","0.381172491844663","0.243655267810144","2442630306370439","0.115362125281997","0.142938778180758"
"AT1G09570.1","0","mle","1","23.0751445086705","1.2439503686128","8.85094394789416","-4.24410940419451e-16","0.794126954503473","0.748377388837578","-2356206932393608","0.000815075240975238","0.00284673213127081"
"AT1G09580.1","1","mle","1","26.4370860927152","1.26929035332188","10.7398271187389","4.9960036108132e-16","0.792392901837587","0.746257991134829","2001599834386887","0.00084642774673771","0.00290447788227741"
"AT1G09590.1","0","burg","1","22.0552486187845","1.14450322707165","0.0862885429537824","6.53417026793649e-16","0.765168938168928","0.712984257762023","1530416195162607","0.00147366896775658","0.0041034211276516"
"AT1G09620.1","0","burg","1","20.0603015075377","0.732494545625242","18.9884270984475","1.07842653716249e-15","0.273490235430666","0.112043621081925","927276884924544","0.237457860732588","0.273366122599467"
"AT1G09640.1","1","burg","1","21.1216931216931","0.788094754575391","19.8678215584255","-1.37420211318638e-15","0.367248853925755","0.226637488131478","-727694995084302","0.127511170386451","0.156168097262118"
"AT1G09645.1","1","burg","1","23.6213017751479","1.14433941754185","12.1841596378319","7.81788822770459e-16","0.713878187598756","0.650295562620702","1279117801219332","0.00358491904747038","0.00761079564254589"
"AT1G09660.1","0","mle","1","23.2093023255814","1.14148059234161","18.1110727310422","-5.72458747072346e-16","0.751804147046665","0.696649513057034","-1746850764555829","0.00189049417321918","0.00483879473641138"
"AT1G09690.1","0","default","1","24","0.841131490019254","0.344179462040827","-3.5617622494317e-16","0.489693333298156","0.376291851808857","-2807598963573593","0.0484440662274621","0.065682633585927"
"AT1G09740.2","1","yule-walker","1","24.641975308642","1.22189231144437","11.9026790224508","-1.59594559789866e-16","0.753497954441198","0.698719722094797","-6265877742428515","0.00183312623953902","0.00474307331892676"
"AT1G09750.1","0","burg","1","23.0751445086705","1.16896043765538","8.62873730894842","3.02998367137282e-16","0.699791514959146","0.6330785182834","3300347818531051","0.00445044392211402","0.00892868381598309"
"AT1G09760.1","1","burg","1","21.4623655913979","1.19186109951091","16.5117549128943","1.02233262726352e-15","0.694446900526728","0.626546211754889","978155223977051","0.00481825877108422","0.00948881887411749"
"AT1G09770.1","0","mle","1","20.0603015075377","1.1701166450613","15.0336310736718","8.55781103533543e-16","0.783121093000168","0.734925780333539","1168523113996060","0.00103033373922001","0.0032882657434416"
"AT1G09780.1","0","default","1","24","1.15462629694325","18.1264667995035","3.9321302290618e-16","0.691218613449252","0.622600527549085","2543150764969953","0.00505161226056472","0.00984405743763987"
"AT1G09795.1","0","burg","1","22.3016759776536","1.19316316196435","15.389535388783","1.84969408135079e-17","0.798541528286247","0.753772979016524","54062993988158416","0.000739324175452638","0.00268010807678191"
"AT1G09815.1","1","burg","1","27.7222222222222","0.76452021653095","11.343375980363","-1.36464461692604e-15","0.282023725375295","0.12247344212536","-732791517730510","0.225162167082007","0.26076868303819"
"AT1G09830.1","0","mle","1","22.9425287356322","1.33807929608921","20.6291145963983","-5.0419918529628e-16","0.932948233945214","0.918047841488595","-1983343149220630","5.23414795583488e-06","0.000205178599868727"
"AT1G09840.1","0","default","1","24","0.721941990400346","15.3555471333521","4.16333634234434e-17","0.331898792002718","0.183431856892211","24019198012642644","0.162850897552295","0.194626682440548"
"AT1G09850.1","0","mle","1","22.4269662921348","1.27517710863479","15.6751723090174","3.21499260771211e-16","0.827005496577077","0.788562273594205","3110427058529483","0.000372516376631715","0.00183594000007283"
"AT1G09863.1","0","default","1","24","0.131269343215977","8.56382132119631","-3.93113637707036e-17","0.00892968591008114","-0.211308161665456","-25437937127616024","0.960439703143234","0.963188338144858"
"AT1G09863.2","0","default","1","24","0.287783762853051","20.9306982639997","-1.06369268138932e-16","0.0470038475989877","-0.164773075156793","-9401211623397376","0.805211859160024","0.821189693917146"
"AT1G09863.4","0","default","1","24","0.574394364757092","14.9491307897792","9.24282352043893e-18","0.169866054828729","-0.0146081552093311","108192047353135200","0.432679957825319","0.468800808797151"
"AT1G09870.1","1","burg","1","21.4623655913979","1.24158719694575","15.4870155017332","-6.45892550778874e-16","0.772638379929219","0.722113575469045","-1548245135811077","0.00127416947997028","0.00376091112564111"
"AT1G09920.1","0","mle","1","22.9425287356322","1.17904332987196","13.8438611428009","7.14706072102445e-16","0.82881615792714","0.790775304133171","1399176583260737","0.000355289573621742","0.00179648825070478"
"AT1G09927.1","1","default","1","24","1.29236236948168","11.1202264880791","1.47451495458029e-15","0.848545633303122","0.814889107370483","678189120356969","0.000204770832992085","0.00131773506550944"
"AT1G09940.1","0","burg","1","22.4269662921348","1.25534547480824","13.2642896595632","7.28583859910259e-17","0.828584786421637","0.790492516737557","13725256007224368","0.000357455627503112","0.00179891796798336"
"AT1G09970.1","0","burg","1","22.0552486187845","1.22256491621235","15.0464795666697","3.93203987888076e-17","0.715063158273219","0.651743860111712","25432092013386336","0.00351859051788428","0.00751551177480861"
"AT1G10020.1","0","mle","1","24.0481927710843","1.24705069389373","1.24417827356868","1.85010065716547e-16","0.789703519239367","0.742970967959226","5405111317197700","0.000896899996668532","0.00300750990297449"
"AT1G10060.2","1","yule-walker","1","20.7916666666667","1.1141372365841","14.20175164875","-1.32421742841948e-16","0.614398499954214","0.528709277721817","-7551629955463945","0.0137285356607795","0.0218222386778356"
"AT1G10060.5","0","mle","1","25.5897435897436","1.31191113161308","9.03478461505473","-1.11022302462516e-16","0.792360747151204","0.746218690962583","-9007199254740990","0.000847017842094622","0.00290456714608317"
"AT1G10090.1","0","burg","1","24.0481927710843","1.20048372433495","12.9299271740598","2.97227249323323e-16","0.751973564749152","0.696856579137853","3364429076663165","0.00188469410201342","0.00482938474695671"
"AT1G10120.1","0","mle","1","21.0105263157895","1.10287751233592","16.1823870335613","9.74340869849359e-16","0.60495276874444","0.517164495132094","1026334859744320","0.0153080756750086","0.0239511009478825"
"AT1G10130.1","1","mle","1","20.7916666666667","1.21040756351339","16.6488100363071","9.07142922700517e-16","0.740051664437544","0.682285367645887","1102362125058587","0.00232804668203856","0.00560982117755656"
"AT1G10200.1","0","mle","1","24.1939393939394","1.30285205166635","12.278903672599","4.20930199694867e-16","0.894007570850147","0.870453697705735","2375690793212038","4.10900627716426e-05","0.000596192579537359"
"AT1G10230.1","1","burg","1","21.8142076502732","1.02004109023922","15.4192383693632","-1.32300673599354e-15","0.619928038594395","0.535467602726482","-755854050318971","0.0128645987331676","0.0206705877102057"
"AT1G10290.1","1","mle","1","21.3475935828877","1.12245794824734","17.4841493203961","1.43085774710154e-15","0.743192544266155","0.686124220769746","698881494002938","0.0022041153892266","0.00540122703136605"
"AT1G10310.1","1","burg","1","23.2093023255814","1.08991578588585","15.5954618117691","8.2572837456496e-16","0.633272753650866","0.551777810017725","1211052000637444","0.0109532827472801","0.0180767463521546"
"AT1G10360.1","0","burg","1","21.4623655913979","0.993508999760691","1.50442156299188","-1.4265299734297e-15","0.577692927468005","0.483846911349784","-701001744531014","0.0206693869862071","0.0309632999424077"
