"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"AT1G69740.2","0.942899444483651","0.805264174482925","28","6","0.574579776792737"
"AT1G69740.3","0.942899444483651","0.805264174482925","20","18","0.418639137577059"
"AT1G69760.1","0.00810747064554171","0.00193362193362193","28","20","0.714010940985969"
"AT1G69770.1","0.33011780973387","0.247873827561328","24","20","1.21834068613893"
"AT1G69800.1","0.037129816454249","0.0175406595719096","24","20","1.10792030234417"
"AT1G69830.1","0.00504426125616406","0.000794327200577201","24","10","1.39603583243417"
"AT1G69840.1","1","1","20","12","0.662584336609274"
"AT1G69840.4","1","1","24","18","0.626354200189098"
"AT1G69840.5","0.59278994527007","0.468275350228475","24","12","1.04382226922984"
"AT1G69870.1","0.00810747064554171","0.00193362193362193","24","16","1.35668877519155"
"AT1G69890.1","0.0135213877612389","0.00432043650793651","28","12","1.38663679891286"
"AT1G69935.1","0.037129816454249","0.0175406595719096","24","16","1.26184298218174"
"AT1G69960.1","0.00810747064554171","0.00193362193362193","28","14","0.909994602667643"
"AT1G69980.1","0.00318510085246977","0.000294161856661857","24","14","1.20480445534694"
"AT1G70000.1","0.00504426125616406","0.000794327200577201","28","22","1.24784839938851"
"AT1G70060.1","0.679189801104077","0.558904371091871","20","18","1.18332422785566"
"AT1G70090.1","1","1","28","14","0.599497807834694"
"AT1G70100.3","1","1","28","18","0.836375952792577"
"AT1G70160.1","0.0601338460704449","0.0324589646464646","24","12","1.30395681077536"
"AT1G70200.1","1","1","28","26","1.25516773300565"
"AT1G70250.1","0.00810747064554171","0.00193362193362193","24","22","1.24988488402839"
"AT1G70280.2","0.0601338460704449","0.0324589646464646","24","22","0.765835003479729"
"AT1G70290.1","0.00810747064554171","0.00193362193362193","24","6","1.21297675726109"
"AT1G70310.1","0.00318510085246977","0.000294161856661857","24","16","1.23716489781309"
"AT1G70320.1","0.679189801104077","0.558904371091871","20","18","1.02956914211595"
"AT1G70330.1","0.00504426125616406","0.000794327200577201","24","12","1.12098430417518"
"AT1G70335.1","0.33011780973387","0.247873827561328","24","12","0.854840249805735"
"AT1G70370.1","0.0135213877612389","0.00432043650793651","24","20","0.85729926193324"
"AT1G70370.2","0.679189801104077","0.558904371091871","24","0","0.848948542184753"
"AT1G70410.2","0.0135213877612389","0.00432043650793651","24","20","1.1917974177866"
"AT1G70410.3","0.222989551992916","0.15763918951419","20","10","0.905212737792779"
"AT1G70420.1","0.0951258524510643","0.0572696458633959","28","10","0.686307048899836"
"AT1G70475.1","0.222989551992916","0.15763918951419","28","16","1.17055375114077"
"AT1G70480.1","0.0225061986539284","0.0089799031986532","24","18","0.977989242747052"
"AT1G70490.1","0.0951258524510643","0.0572696458633959","28","12","0.963363309391545"
"AT1G70490.2","1","1","28","14","0.853010888959853"
"AT1G70490.3","1","1","28","16","1.49926242238357"
"AT1G70490.7","0.679189801104077","0.558904371091871","24","22","0.404630696038566"
"AT1G70520.1","0.037129816454249","0.0175406595719096","24","10","1.1944632587602"
"AT1G70530.1","0.0135213877612389","0.00432043650793651","24","10","1.19911068798783"
"AT1G70560.1","0.222989551992916","0.15763918951419","24","14","1.1109354099338"
"AT1G70570.1","0.222989551992916","0.15763918951419","24","18","0.883061633852148"
"AT1G70580.1","0.0135213877612389","0.00432043650793651","24","20","1.09004003118267"
"AT1G70580.2","0.679189801104077","0.558904371091871","24","18","0.37533408660583"
"AT1G70600.1","0.0601338460704449","0.0324589646464646","24","0","1.14454220911173"
"AT1G70610.1","0.0225061986539284","0.0089799031986532","28","24","1.55508779682605"
"AT1G70610.2","0.33011780973387","0.247873827561328","24","22","0.746629215293908"
"AT1G70620.1","1","1","20","18","1.02483041448292"
"AT1G70660.1","0.00504426125616406","0.000794327200577201","28","20","1.07252753878528"
"AT1G70660.2","1","1","28","24","0.536228700340468"
"AT1G70670.1","0.147746940602152","0.0968455387205387","20","18","0.878052811355161"
"AT1G70700.1","0.0225061986539284","0.0089799031986532","28","22","1.22719806746985"
"AT1G70700.2","1","1","20","4","0.58870629321237"
"AT1G70700.3","0.679189801104077","0.558904371091871","20","4","1.06661913790161"
"AT1G70710.1","0.0951258524510643","0.0572696458633959","28","16","0.695437719461063"
"AT1G70730.1","0.00318510085246977","0.000294161856661857","24","18","1.11382567144841"
"AT1G70760.1","0.0601338460704449","0.0324589646464646","24","16","1.3295025339891"
"AT1G70770.1","0.0951258524510643","0.0572696458633959","24","14","0.902128526058078"
"AT1G70770.2","0.0135213877612389","0.00432043650793651","24","16","1.20951149094649"
"AT1G70780.1","0.00810747064554171","0.00193362193362193","24","18","1.25543270280576"
"AT1G70790.3","0.00810747064554171","0.00193362193362193","24","16","1.11027429054806"
"AT1G70810.1","0.0225061986539284","0.0089799031986532","24","14","1.07992639350086"
"AT1G70820.1","0.00318510085246977","0.000294161856661857","24","12","1.30113268383266"
"AT1G70820.2","0.0951258524510643","0.0572696458633959","24","12","1.290580864674"
"AT1G70830.1","0.0135213877612389","0.00432043650793651","24","0","1.01055043242674"
"AT1G70830.5","0.0601338460704449","0.0324589646464646","28","24","1.2209519314088"
"AT1G70850.1","0.037129816454249","0.0175406595719096","24","8","0.570370246603448"
"AT1G70890.1","1","1","20","16","0.620442913043038"
"AT1G70900.1","0.037129816454249","0.0175406595719096","28","14","0.908950385852734"
"AT1G70940.1","0.00318510085246977","0.000294161856661857","24","0","1.11906649004122"
"AT1G70985.1","0.00810747064554171","0.00193362193362193","24","2","1.15706377974229"
"AT1G71020.1","0.00810747064554171","0.00193362193362193","24","8","1.21347547627639"
"AT1G71030.1","0.00118699151043509","2.63798701298701e-05","24","8","0.929075677918851"
"AT1G71030.2","0.00810747064554171","0.00193362193362193","24","8","0.166141522316694"
"AT1G71040.1","0.0225061986539284","0.0089799031986532","28","24","0.703680076073311"
"AT1G71070.1","0.0225061986539284","0.0089799031986532","24","18","1.13134068941224"
"AT1G71080.1","0.0951258524510643","0.0572696458633959","24","16","1.06168133138962"
"AT1G71090.1","0.478586537290715","0.377646329365079","20","14","0.677553908034712"
"AT1G71180.1","0.037129816454249","0.0175406595719096","24","16","1.16853828129061"
"AT1G71190.1","0.0951258524510643","0.0572696458633959","24","14","1.33549369626445"
"AT1G71220.1","1","1","20","16","1.18319036249413"
"AT1G71220.2","0.942899444483651","0.805264174482925","24","12","0.765346797929281"
"AT1G71260.1","0.478586537290715","0.377646329365079","24","22","0.535905226337201"
"AT1G71270.1","0.0601338460704449","0.0324589646464646","24","16","0.981977488332993"
"AT1G71340.1","0.478586537290715","0.377646329365079","24","22","1.12659190738329"
"AT1G71410.1","1","1","20","14","0.796188962298366"
